vessel_id,distance_to_port_km,speed_knots,avg_speed_last_1hr,acceleration,heading_change,engine_health,port_id,wind_speed_kmph,wave_height_m,visibility_km,weather_severity,port_id,port_name,current_queue,berth_capacity,actual_eta_minutes
V02215,1467.0084345371304,18.795417624407364,22.957565070325124,0.2524197934980028,20.670509051486505,0.7508502985543742,P016,18.312584019773773,4.693026376620735,3.046082162530878,0.6350726220551692,P016,Dahej,5,14,2579.11
V02216,644.26463600296,15.528798603800139,24.050565456957894,1.1706693403865587,1.7709173051296,0.9296680787713936,P017,5.817570494097342,4.655324257072325,8.626654797109694,0.3959975594702678,P017,Dhamra,13,13,1418.81
V02217,1667.3195964747515,16.349396475289254,8.996522500430867,-1.2287088613030273,14.317048735019679,0.8185635287121532,P016,31.61502985041533,5.071715900589346,5.715785336145338,0.7399489851538698,P016,Dahej,14,14,3393.36
V02218,598.9663369091134,19.60214412602665,20.578448097011012,0.584172382909744,23.111624779035925,0.949527190146988,P001,4.292707680877315,1.7399553531990126,2.798504432918649,0.302954011697001,P001,Mumbai,11,7,1095.33
V02219,1751.8699871539495,9.726767252001483,20.35055880991836,1.2803725369662153,16.267248187607468,0.9648150968543885,P019,22.15598413654332,2.0787560491065777,9.694947699060577,0.36624462399132685,P019,Gangavaram,7,5,5931.43
V02220,269.53176130327716,13.581985254782209,24.100863440475017,-0.8599498747248,28.531890891686942,0.9252890458455459,P018,4.1922510000266255,0.9014333434443329,3.6795315578446157,0.22842743507299615,P018,Kakinada,10,16,690.26
V02221,1422.1876560485516,9.279628097061266,12.299548106462012,1.013316947885503,1.6431503761263366,0.8190019486125503,P016,18.106475527388394,5.144494657100789,4.53526932686075,0.6333256792100549,P016,Dahej,7,14,5021.44
V02222,1104.362029457575,9.247132911787633,20.61704365101766,0.5940741322785068,8.73466629887034,0.9163966339064423,P002,11.212319634905041,3.913410990595855,9.78028022862895,0.37741165781619507,P002,Chennai,12,5,4027.81
V02223,238.24221688110958,11.329267112201974,8.928646909030238,-1.456594391780566,6.621543229193659,0.7465661513135718,P002,36.13187031837305,0.4652994349269437,3.4470868126793537,0.5233969292586064,P002,Chennai,14,5,875.12
V02224,521.692965104736,16.24930532808486,18.731177252947525,-0.8051649589136154,23.028666052907663,0.8983347277466658,P008,2.123831802838354,1.8219419869131335,9.74980354707825,0.14770504621436079,P008,Paradip,13,10,1126.63
V02225,74.18787074076384,21.34116345976742,13.964413008887055,0.3175342826876424,15.713792054520203,0.8218096191861582,P003,25.997505192009797,0.91635030789265,7.777918622618786,0.36550669999389895,P003,Kochi,13,6,260.72
V02226,964.0975326557864,16.253430149819835,21.071460472307077,0.007201018473634857,4.150326340590174,0.8966933244975174,P020,27.810049318311588,5.815368938521655,5.415382729260619,0.757484101166014,P020,Sundarbans,5,7,1991.42
V02227,637.4672584820007,13.703102379534785,22.67617286940169,0.08380875758059769,8.56779790384284,0.926437177642517,P016,35.559284095248344,1.9476168513870298,6.759433666830634,0.5502452910416727,P016,Dahej,7,14,1556.57
V02228,1216.7970943806297,9.400000835724889,14.201957717697775,-0.804208726179532,15.679779689891246,0.8688059464099904,P004,35.10917825244642,2.9788039114143148,6.063136727908736,0.6284159753939105,P004,Visakhapatnam,0,18,4217.83
V02229,629.6137250318035,17.355023894113202,16.934963575888112,0.5250104121258801,29.883869437609476,0.8927435779164682,P004,39.08225146430394,1.9074120937852483,8.437902288951712,0.5492252751163551,P004,Visakhapatnam,2,18,1202.76
V02230,634.8422674386202,12.611565970214006,9.995869060181198,-0.7007448871896693,10.928770722461154,0.7640583794215774,P001,10.156374173884215,2.8457791937233234,2.5027427577962555,0.44122749949780526,P001,Mumbai,13,7,1764.93
V02231,1499.2267375266265,18.453881024591507,15.087418408799103,-0.33169510056463825,4.70478292019086,0.8778098664127996,P001,10.993015045910974,5.9917328746019285,8.507135790512265,0.5392362929556596,P001,Mumbai,4,7,2687.37
V02232,143.8785301577892,24.612191565251113,14.133606685405876,-0.39325225235977124,14.91199577374974,0.8381422866385747,P001,15.891709123104603,1.7243326566417614,9.764968572142765,0.2785732302309748,P001,Mumbai,6,7,255.65
V02233,1810.6452406243752,9.892343465118353,11.113098816336802,0.5160750663596958,9.305591316991972,0.8284158578671622,P002,21.50307922545895,1.6957323205688837,5.436583486456665,0.41934794389671515,P002,Chennai,8,5,6045.3
V02234,1711.9145550628039,11.606131778272978,23.206136621035192,-1.2292417149503478,16.979004714856444,0.8230947263113884,P012,14.685676744051142,2.228277427296726,3.531218854816421,0.42478421883063144,P012,Goa,3,7,4824.18
V02235,1352.2191322914928,16.04260714768937,10.517493246682724,-0.8833742968794444,14.001309083556778,0.7932772083957605,P015,29.611856421794748,1.0159006402280366,2.8704735512369046,0.5064358025417453,P015,Hazira,14,14,2814.21
V02236,1206.7820617093994,24.466434860880803,18.80756907801318,-0.8985087879447965,20.684697651375682,0.7916003987159285,P007,0.3418020763861307,4.433950444276977,4.774044513288068,0.4035338267832318,P007,Ennore,7,17,1643.12
V02237,1789.9898713723219,21.120766196589926,23.132424939158092,-1.1747259776528698,27.428721266025487,0.9099119283851611,P003,0.7061726231274434,2.27604180744823,3.045234554791837,0.2978931556319864,P003,Kochi,0,6,2758.23
V02238,411.39385008099316,23.269896283768112,23.503465857674836,-0.8772150634906228,6.0154305230625305,0.8673399267506934,P007,28.642270393236654,3.485152663763798,3.837692934124389,0.6420123561674652,P007,Ennore,3,17,607.92
V02239,203.9898662721158,13.67315242408848,21.485074897289664,0.321180803770063,24.635402111051945,0.7089856322090993,P013,35.324848902029686,3.9678185294880857,7.235488888836946,0.6730599465427637,P013,Karwar,4,17,529.29
V02240,517.0448313235993,24.86465405423611,10.994399275861003,0.6965045126225644,28.47797146645606,0.7145575690236609,P007,31.06189814928733,0.21266179477225577,5.326225530980136,0.41827192385808765,P007,Ennore,2,17,704.71
V02241,1599.427643465371,9.748157873090676,21.896333956635786,0.48091034090736806,11.208290445538864,0.871035700314468,P017,4.683664537113645,3.8640167527935443,9.208163167324416,0.3202744988775511,P017,Dhamra,0,13,5330.37
V02242,117.60702011664247,8.900539402783714,12.701601811065618,-0.07443558605735312,3.409881017900964,0.953885043641548,P016,37.39896107727366,3.1966161548791785,5.711224430021042,0.6728728658309278,P016,Dahej,12,14,501.54
V02243,1186.4733284128047,22.545244659918477,23.68076646635265,-1.342696286711809,24.657335123486753,0.7131933433626869,P015,20.876504740276054,0.497102462297595,3.232800860014307,0.37724919435564747,P015,Hazira,9,14,1766.32
V02244,1991.1031565730543,23.763502793518768,20.054473584205443,1.3770210320603251,21.032874283147166,0.8521620802330341,P003,29.69180608341879,0.7469191246430422,3.109131953253338,0.48453003007865725,P003,Kochi,5,6,2784.97
V02245,1718.607382983202,9.53995107828373,21.349548537151072,-0.9957706174875242,6.381366145021552,0.9553406126517108,P004,8.04184790652715,2.6447905466191464,7.54494798152244,0.3058388892094325,P004,Visakhapatnam,13,18,5890.64
V02246,1066.8190936349995,9.928266254679306,9.445551709532932,0.5052641112170124,13.356707795476503,0.7013343934296488,P016,21.951825237366155,2.0778462878643786,7.071248677433745,0.4166163646826119,P016,Dahej,5,14,3527.06
V02247,174.09977310895258,8.563960681848155,17.907006928540255,1.238671846446333,17.33976619469663,0.7827381722805418,P017,13.202432153744645,2.624974829910293,7.662966009822724,0.35376332333501154,P017,Dhamra,2,13,687.15
V02248,1671.178353052134,9.776628564926309,21.959416157277552,0.5933312879429655,5.095622599542726,0.9759760655038122,P008,38.99043094114916,3.8130905077689468,4.710059659125271,0.7499091500802493,P008,Paradip,5,10,5591.34
V02249,1218.0080909455605,11.560136885604775,22.647035997132487,-0.8458510794331493,21.447384798886794,0.7244408870174713,P016,18.967845592508226,0.9265488676999938,9.320248335649172,0.2650434137254317,P016,Dahej,9,14,3471.03
V02250,274.11934426615534,24.491302521470015,8.486738980471905,-0.5526111037079309,20.696482241830697,0.882098943249846,P006,30.223079424187645,3.9746676882747924,2.9100957144941786,0.7090067258369791,P006,Tuticorin,13,6,518.59
V02251,233.0217054055446,19.353623778074567,23.965706953437028,-1.4093823989667145,26.613798375348857,0.852214499979798,P009,24.129277454386333,4.9087583125352525,2.2627883293733833,0.7232875621254127,P009,Haldia,9,16,451.43
V02252,1823.7722979013552,21.235401433815216,8.736758466142156,0.3382747225263405,17.018188932845852,0.7455038089446634,P004,3.77194994891791,0.01756939254924017,7.937172406816915,0.08014734418945682,P004,Visakhapatnam,7,18,2818.32
V02253,1354.940512729253,21.194369862755877,18.446817554472446,0.33897894264469985,17.229390920869108,0.7127461029958435,P009,21.71711021630515,2.2107816022168527,7.416598617486891,0.4162245699611039,P009,Haldia,10,16,2132.62
V02254,1667.1092586676732,17.09625374624665,19.787587969460304,0.6765017441291379,18.581620679079045,0.8507761305233501,P012,21.60863469872037,1.6510055425314631,5.948484152619011,0.40718370010358773,P012,Goa,0,7,3177.36
V02255,1764.0088555504212,21.55731262112129,9.824869949854467,-1.4670111321731358,8.213497841457198,0.9205390566967178,P015,28.628373967062977,2.5919986649798377,2.3495442375559925,0.6120927659181659,P015,Hazira,4,14,2689.72
V02256,1164.9560864942284,18.128728050629483,8.816201715356275,0.9535238664733998,22.758175538340087,0.7531728331973733,P006,12.876320664302302,3.6916722989707393,2.9136034280345857,0.5166026246803805,P006,Tuticorin,2,6,2127.24
V02257,1059.0203859223307,13.34728365925708,21.343506625662396,0.7161328722009244,19.874977837878934,0.907395948646117,P014,34.42608457065059,1.1254158079230572,3.562386641474056,0.5480408334052286,P014,Porbandar,6,11,2623.4
V02258,889.3334501259309,17.53887184906281,14.539400621556378,-1.0773401714277335,25.174368763827324,0.8639149935256292,P015,24.904140027844882,0.8045737109058264,7.109785720494943,0.36048393326227174,P015,Hazira,0,14,1659.01
V02259,668.0458461926826,17.069645964286728,9.820912760357103,-0.4571201721930642,23.05758014917812,0.8073539276772199,P012,1.5736525621519393,4.3730304630972565,7.3043789621779815,0.36118431058444356,P012,Goa,7,7,1346.46
V02260,897.462123674488,21.99870191390845,20.965352878589915,0.4155746787126504,19.157166915121874,0.8993291488675458,P014,28.273431538581843,4.114518843683237,7.41531471900869,0.6087292772511939,P014,Porbandar,5,11,1371.25
V02261,1559.065328673805,24.689362695488203,22.43577219244155,-0.012609375179016391,4.826764527287969,0.7575930332751472,P002,36.27867640167337,2.7650669638790384,8.424391922591509,0.5786367231568394,P002,Chennai,5,5,2132.86
V02262,1223.7506904795066,14.987723612155818,17.985565242899725,-1.1547172082962127,27.5744196962649,0.8370793962854384,P018,27.32588381221862,3.0079363663188707,2.1983683530584193,0.6298205621489426,P018,Kakinada,14,16,2723.17
V02263,1790.4204154119498,20.977641533503114,10.741025743388976,-1.2379638745902302,11.01636544149445,0.8647914944694699,P012,15.199892175784901,1.6191674520444628,7.1460957394569995,0.31702150377167326,P012,Goa,10,7,2865.72
V02264,914.5910280394161,9.69597106864827,8.258782015355344,0.8443688973242747,28.92895705550287,0.837608662079667,P017,23.625953224247457,1.9750747657213423,4.012504543491878,0.4876810924207265,P017,Dhamra,7,13,3109.38
V02265,1233.8246785015704,21.206133280620904,19.913642182133046,-1.0320986459465704,12.056124060016414,0.8192504130571505,P012,6.855930840778877,1.920495460564975,6.568300933320666,0.26522632044570715,P012,Goa,2,7,1917.29
V02266,1281.049728529378,14.314087503884945,17.352374472030384,-0.9837219782086692,4.378148780495125,0.922274091870471,P011,24.050218942363202,4.358010651896142,7.903005589442682,0.5729761210945211,P011,Mangalore,5,15,2939.73
V02267,1203.8094664973348,8.669632769124673,19.063551409241352,0.9927693760702727,26.54519242499004,0.8968302899567049,P006,20.03970978139702,3.333858610775964,7.760376193467735,0.4674468146630131,P006,Tuticorin,8,6,4596.65
V02268,1420.135857516757,14.175185035557012,21.824139393393125,0.3364189036896512,23.851762203861153,0.8918386256084251,P004,1.0463075383086107,4.376932016120058,4.303207667797753,0.41619438976846823,P004,Visakhapatnam,9,18,3292.54
V02269,512.9952633308723,18.38092676566796,15.381872208880527,0.3141468244619172,23.588881683394188,0.9675401934740686,P011,12.875595448621748,3.544299954543911,4.842463387322336,0.4681933503760315,P011,Mangalore,11,15,963.53
V02270,1049.1093662142916,10.027252850584931,10.116762970171546,-0.06196268590998,2.6823225219335445,0.9980501972064393,P005,7.649889964065109,3.2738178529020416,9.338426447083526,0.3079848942257834,P005,Kandla,0,9,3398.92
V02271,253.23836547627795,23.70858637131433,23.979715851644052,0.20698504320687272,26.378394991559013,0.8701613599660623,P017,15.62607707049132,1.9234917208974418,8.791096943087437,0.3086716132363273,P017,Dhamra,7,13,392.81
V02272,799.7970889073845,9.320431025638255,17.269456163196573,0.30530907111543315,17.892019114885834,0.804480363308413,P012,9.673297173397945,2.3727948587786143,4.056053077591802,0.3737982341007177,P012,Goa,3,7,2824.81
V02273,1000.9507838114656,23.810114237163823,18.460000024505185,1.403478704530741,14.110672088188611,0.9336626047545444,P016,33.36994791482097,5.324387256518787,6.696301666730031,0.754732596248195,P016,Dahej,3,14,1400.1
V02274,1321.8373061136713,20.021337804906672,23.86799430237977,-0.8310800775972622,27.395148642394158,0.7426297188348499,P008,27.907339560055316,3.455580004071508,2.858211940629639,0.6522811570593944,P008,Paradip,10,10,2228.79
V02275,1903.5355525430969,13.605106982041463,23.836922157274472,-0.8563127408986227,19.98124057445821,0.8538727513132538,P011,29.604589665515086,3.1467317843157305,7.230943492480843,0.5612091457599161,P011,Mangalore,7,15,4583.51
V02276,1221.2695797692938,14.642755911054586,17.725608314378952,-1.328344536884053,3.9909247155895775,0.8573525445863919,P007,14.434692406534406,0.3187888586793435,6.970802103359466,0.22618347257677768,P007,Ennore,7,17,2739.28
V02277,1500.0081365442916,20.593759200456653,13.059394220264243,0.4745963964279669,15.58611528170111,0.9950403602588958,P003,0.1378546064563535,4.025335018572508,4.111338907655948,0.3875074358162785,P003,Kochi,8,6,2451.59
V02278,1037.2188160156454,18.225008714980525,24.950931778216567,0.14712654246678558,19.098497665426883,0.9973020444960143,P013,8.766147688015927,4.1161046876368355,5.3747180656788,0.45457409474237237,P013,Karwar,7,17,1882.25
V02279,1286.502861183846,19.417929664734068,19.57389052921011,-1.1662823884600808,26.956520931949026,0.939764241484266,P005,30.211928177279393,4.143939418943749,8.258452386711799,0.6132128619681413,P005,Kandla,0,9,2167.24
V02280,188.3178214608582,14.615798480729161,14.943423507164962,-0.4063831946454384,8.396823050247004,0.8419047063356739,P009,24.11347229203187,0.5473326855941469,4.043504278543651,0.39675348305572217,P009,Haldia,9,16,469.4
V02281,546.0635826416017,16.292829190729183,17.517225648511026,-0.9640103840063885,23.827016569422458,0.864167736992435,P003,21.54312662652121,1.8027315600929437,8.146931642018792,0.3726747374310325,P003,Kochi,11,6,1212.43
V02282,755.6135317500205,24.82774722864419,15.069178854556505,-0.5055547787974154,23.994387115042382,0.7959224894555272,P004,11.22079741899019,2.227356277421765,4.53108553172081,0.37007668205027006,P004,Visakhapatnam,1,18,1008.59
V02283,971.3620422627015,11.6366887984952,23.101187589043008,1.3537925081838305,3.841484544710422,0.9489537111033443,P009,3.0296930768155406,4.958981375568417,8.716520622011192,0.3865652766991594,P009,Haldia,7,16,2744.23
V02284,139.0150537296483,15.103555170876234,16.202489372717686,0.5499565166415867,0.516995482676188,0.9239638581507118,P015,31.39465880933367,5.884036404695031,2.2440308486508664,0.8613350647666549,P015,Hazira,4,14,344.21
V02285,323.0469902289695,12.960994188757443,21.9999823916812,-1.4772926976145742,17.442290876953695,0.9314275863472369,P009,1.5462227197872336,2.488485560854366,4.065184141330943,0.3000575817615445,P009,Haldia,14,16,871.74
V02286,589.7879001930463,21.006895677477445,22.282997062991065,-0.742475778647629,23.68436658872957,0.7416029014465305,P020,2.365458754503713,3.325684243994876,3.4209913633868334,0.3769470432102922,P020,Sundarbans,3,7,956.95
V02287,1944.4887472570488,20.988214636317252,22.013649741499222,-1.468915358766663,16.632924729818914,0.8195901913931023,P001,11.797409425241675,0.04402355205937658,9.124552152811384,0.13841795466681417,P001,Mumbai,1,7,3021.45
V02288,696.126663850949,12.97157283695573,20.277206412086464,0.6446054963060424,24.40042455599626,0.8612055071265833,P005,22.917347095904546,0.052675688526706343,5.428158232185808,0.32412201888377645,P005,Kandla,1,9,1760.57
V02289,989.980063318561,9.383635382760708,22.532921185728892,-0.09173459383356497,18.669094214025424,0.7373973905970367,P007,39.68906066357876,0.44700137433181175,6.364805866905552,0.4993945809197973,P007,Ennore,11,17,3482.26
V02290,432.3905398398662,8.194355503427468,14.582902853590477,1.4820560754431678,19.59877085016901,0.8105869079150778,P006,3.6256630156864267,4.316798653463007,3.9366143812072316,0.4453109194302534,P006,Tuticorin,13,6,1860.45
V02291,1241.0211385977482,15.266659065122253,9.949274504413326,0.700749783067975,0.8446327728757674,0.7262297567242632,P008,18.926831970811683,1.0688195869261032,3.026843558259083,0.39998608767134214,P008,Paradip,5,10,2686.52
V02292,597.3322702561499,14.975739103708104,22.321721474332747,0.05373882812364572,2.657946087582783,0.9876523681824791,P012,24.070132122407585,4.547094063917491,6.785938697139714,0.6081221515424476,P012,Goa,1,7,1319.53
V02293,453.63552795493223,24.80262793687767,16.468863066684868,0.9141162846244058,21.750888531476242,0.9253789988728072,P003,32.92420961798613,2.5912569089679205,4.266394768354155,0.6166646614106396,P003,Kochi,4,6,654.03
V02294,1057.3166254696591,15.986635286860555,10.165392552973467,0.6144109537022282,22.88529847128867,0.8862244362954286,P019,27.584556604602305,5.099814052241737,9.43085248764621,0.6272161197758813,P019,Gangavaram,8,5,2262.05
V02295,60.7363083628206,12.359112282782151,9.960312877094134,-0.7686714670920386,16.265339341929778,0.7614569300580842,P003,32.309663184470644,5.221898241613653,5.810798588725622,0.7550072095111042,P003,Kochi,12,6,311.4
V02296,64.94486366598939,23.150900497534945,10.707120698168175,0.09077482448254948,17.704953823531035,0.8002382311532423,P008,20.898760284733623,5.278997448938296,3.105277941545202,0.6988152072789853,P008,Paradip,3,10,137.84
V02297,477.1841777486227,16.348155144110834,20.766545414340797,0.16799617450221271,18.430975195352325,0.7433454705740079,P015,17.358832140158658,3.2610158284589845,2.1903283650352936,0.5471828093314797,P015,Hazira,10,14,1015.18
V02298,121.60665687660122,18.18598579857982,20.08456344892678,-0.1463049041765898,3.149739565618482,0.8608358880883012,P014,24.74913269101417,4.731044581393705,3.858240585194358,0.6857294872991683,P014,Porbandar,5,11,270.05
V02299,260.65022055484815,9.626368077279615,11.464917563143015,-0.9624221314339141,20.037258127527902,0.9461547969364403,P008,36.03483237925316,3.9714734021533733,4.559384772172798,0.7339255218259672,P008,Paradip,13,10,979.39
V02300,710.7782662105656,14.50957892460616,22.397698107866518,-0.829892845026339,14.354099302861512,0.7057109565069435,P012,22.033886486443564,1.1202791595483361,3.6557403211401303,0.42190933574485545,P012,Goa,3,7,1637.19
V02301,1615.042075180635,24.051802466054376,12.782011523980163,-0.6568577971321152,18.07568930061837,0.7309926009092035,P008,24.223724767669232,2.2891003530614964,4.924811515957023,0.49634770756165164,P008,Paradip,14,10,2285.09
V02302,1165.4948545701366,18.02159153098223,21.48075491635411,-1.4692345518655088,16.894254864315677,0.768804932182334,P007,13.519046128500566,5.774174112528262,9.031716125290052,0.5395010796144221,P007,Ennore,7,17,2145.35
V02303,1049.702065615012,13.856531537421848,16.309700431494015,1.2508316765085281,22.890007453621166,0.9142200229477263,P006,23.844857821994356,4.63538820843245,2.3836201506896897,0.6998020557683132,P006,Tuticorin,6,6,2538.69
V02304,622.3032052558372,18.636342070737083,20.436327603155625,0.5582879747504368,9.55704791147944,0.9681939516308042,P002,25.110564912658017,1.5779632617220243,8.409828644095253,0.3881066270261434,P002,Chennai,13,5,1250.73
V02305,1866.919752893992,23.476988522827973,14.48359027225062,0.5688519473534126,11.205787352023561,0.9259037010323474,P015,30.137019441529883,1.6858460250940228,5.4063319947801665,0.5056332895259638,P015,Hazira,13,14,2650.13
V02306,824.1793304125238,12.657840208034031,13.901390150611192,0.21699184142736394,11.748189195737389,0.8574842650512684,P016,22.887067800519144,1.5250867370746266,9.251338744841938,0.3455163522466611,P016,Dahej,0,14,2125.53
V02307,219.8308952517544,16.586984214001465,22.30311318230865,0.5679324244831774,22.873682975220373,0.7315337092342811,P007,7.902011786604968,1.9728901529828922,7.3364014082310565,0.26381809990028804,P007,Ennore,12,17,490.38
V02308,1253.2797064297124,24.29774111649984,8.600138326739184,1.4455876496209092,12.933378654091056,0.9264743123069461,P001,23.277043370231873,5.569844257580481,3.319333879103956,0.7377067066256051,P001,Mumbai,13,7,1807.56
V02309,271.98486727937274,10.930734436073696,24.570528103377626,-0.34451898709651996,5.312243151001641,0.7316919221121639,P014,11.914856363054103,2.6012537432651897,9.675997025022896,0.2990455393477624,P014,Porbandar,9,11,874.93
V02310,723.1851284632995,20.234286735144096,19.01905249051135,0.6375767606296914,29.49122911251086,0.8043069565268178,P013,3.4929798016695868,2.1855144703956215,3.2377172705136728,0.3158764172994639,P013,Karwar,9,17,1206.97
V02311,1039.4532804997273,18.4461771394507,15.352217599390515,-0.42141298686741546,14.801455918936433,0.7923974534495921,P017,33.01732525839444,1.4350940123905829,4.69034619538278,0.532039262835661,P017,Dhamra,10,13,1896.03
V02312,1754.733923136093,19.55447722939079,18.676927029557227,1.0628663962404779,3.2774424946818916,0.8077670390174819,P016,2.642884513004873,5.354448389124444,9.830440879053093,0.38678325349061654,P016,Dahej,12,14,2977.92
V02313,1012.4158316632314,13.970733721348685,10.086596089802708,1.074085820670105,20.10824867978107,0.798858713020208,P012,25.268129401045357,5.744259362418755,3.6947674286382624,0.7617365695989387,P012,Goa,1,7,2387.21
V02314,1419.4045937617452,13.335949349224004,16.738891739990308,1.2067992762704551,22.17487072585451,0.930753915015013,P006,39.53978451997908,1.941248703500141,7.049468315818367,0.5838250591167662,P006,Tuticorin,11,6,3578.49
V02315,1985.9928360481872,19.631564400002297,24.746623896776562,-1.483610027274365,15.006685167266863,0.7515171201885156,P002,3.5047668589203917,3.699920539485175,9.820079027202551,0.2853074573441646,P002,Chennai,9,5,3403.93
V02316,306.40378380106415,11.66423584677727,11.999580443394017,-0.6054256650117155,19.39371654831964,0.9537538150322076,P007,8.805273758116542,5.750600084629433,7.511355967845069,0.5211989571995597,P007,Ennore,6,17,889.7
V02317,585.726474763063,15.134130662603088,20.27872768361794,-1.098226946395212,5.180245934481898,0.9574780742433212,P008,30.43216850537789,2.9968800060747354,7.302098479573172,0.5580717158672979,P008,Paradip,13,10,1350.3
V02318,819.4233474154105,11.198968982899606,15.394513389138911,-0.13804140632952944,11.037671558411366,0.8472777468468132,P008,3.875765267334943,2.8119741892060928,6.972365974918334,0.2867752791220556,P008,Paradip,8,10,2433.22
V02319,872.5649481507212,8.141182299096606,19.09178852429521,-0.013651071962106576,4.854858101148486,0.7318446245467771,P019,33.30900101962806,3.1661654979317664,6.443650791941284,0.6152946942195727,P019,Gangavaram,12,5,3645.51
V02320,851.4910967678143,24.49097512064718,11.483082887760183,-0.7322878715110335,11.617057690944252,0.8726221717046927,P005,0.01080489426911413,0.1990201914620784,9.593233001099524,0.021511401684839226,P005,Kandla,9,9,1192.12
V02321,1819.841454985282,15.338950637159124,15.997904704499241,0.670339476135211,16.884015665607574,0.9462794115397524,P009,35.5978936220751,1.8007140639326793,6.350054346364603,0.5490254535556376,P009,Haldia,9,16,3896.06
V02322,1442.3636567103702,24.47894344513703,24.661576135607678,-0.6906908484330919,13.2761822154574,0.7868420557673055,P015,2.6729260927097975,4.193953309542911,7.306364998072518,0.36019884826850834,P015,Hazira,0,14,1928.27
V02323,1235.4151674768723,10.385499836053043,11.319881567272162,1.0616741258500757,17.79644522207222,0.9513242272589466,P012,36.879193943678146,5.800377336578921,7.910702723414608,0.7972697074070841,P012,Goa,14,7,3999.72
V02324,653.2767998324251,17.985235250777265,18.81956547342887,-0.9670218955746395,15.052775201056555,0.9030756558144034,P003,34.58204932202846,3.4124683211206692,6.2216812056253925,0.6488847571824881,P003,Kochi,5,6,1250.11
V02325,1656.3912492315246,11.416558557451072,17.785161729035522,-0.3982941157041493,9.53443120205269,0.9961739322228507,P011,21.58252475508387,1.1428550106255655,9.101764973363114,0.30998028212528084,P011,Mangalore,9,15,4745.89
V02326,1912.3679973957285,21.43126015837567,17.605876966936854,0.3667132752729152,4.302479943630364,0.9474134090465997,P009,31.117945135903323,2.560879627899702,2.1823834105009263,0.6382570916756616,P009,Haldia,2,16,2919.66
V02327,1651.3366509729417,21.32295080893658,18.457095924077493,0.31600521138976,7.580185842638317,0.7604501392278954,P006,2.995073915394122,2.9401181113303974,5.162145671071076,0.3227156998212129,P006,Tuticorin,13,6,2658.25
V02328,53.05195512337216,9.9143215336683,16.538045552699877,-1.2659126639845695,6.0213975568379965,0.8347012178822526,P020,5.405914077706888,0.9133482596958156,6.933036814142189,0.17628828847394615,P020,Sundarbans,14,7,305.26
V02329,1290.9826718576437,23.505095698898614,8.287822754380185,1.0387758365728446,21.222668810721316,0.7310525394407824,P006,14.771493742106866,1.9756968064159817,2.1517774154032354,0.43639250954073605,P006,Tuticorin,4,6,1843.23
V02330,149.71399381209642,11.308704002454819,23.301645794873004,0.29419480028932554,24.599005332371426,0.7209011700439673,P012,21.498343523397295,2.6703872537865134,9.495181304997594,0.40310562605312206,P012,Goa,6,7,503.59
V02331,552.3340796507575,18.420614807019128,22.058640067228524,1.1095786461215051,21.61165815898277,0.9118162722613516,P016,34.72857039093528,1.5714131024413573,8.611040159040419,0.47982577422463496,P016,Dahej,1,14,993.63
V02332,166.0731656781548,24.75577154149097,10.960850575659062,1.1029067346836054,19.31202440985475,0.9738795414322031,P019,21.70721790045763,2.123318393654815,3.752287957077301,0.483580979440018,P019,Gangavaram,3,5,268.89
V02333,1227.4011332513062,23.000741091028186,15.025644015440774,0.13775607112509314,9.235540614413088,0.9920726550025756,P011,26.608207299622137,1.6574661628529863,4.6541830790494165,0.48349615560543213,P011,Mangalore,9,15,1779.66
V02334,1388.8503313105832,24.261586785539873,21.099332671790656,1.232344371934314,21.32956677319534,0.7811399062686599,P001,27.195376809079022,3.6769291350533395,7.417201879186501,0.5687383395106163,P001,Mumbai,13,7,1991.83
V02335,273.250894228515,13.82417911070803,24.661059361583835,1.0452233964403677,18.152503799674392,0.7605314025577976,P007,35.102725103442,3.4716157220712542,4.7281356571263,0.6879055860299776,P007,Ennore,10,17,705.88
V02336,798.4858219377099,9.794785917730877,24.169329789510368,1.3743688336853133,1.4068010006287701,0.868065966118369,P012,31.070189754943492,3.310171566321205,8.854080100533327,0.554298399960182,P012,Goa,13,7,2774.42
V02337,939.661192463307,11.201896845920652,23.28910639449496,1.051495195678219,27.228363551802463,0.7602580219240473,P019,39.081211939224275,0.5804119152592726,3.9877993898931203,0.5497502592783319,P019,Gangavaram,13,5,2899.71
V02338,769.6533924337873,16.508413216302436,10.692356254085373,0.9636115530034486,2.3986152330491786,0.7887721270204655,P015,0.800505527525659,1.101345881359437,8.546316379411916,0.11050178644431409,P015,Hazira,11,14,1569.34
V02339,285.99875094612645,21.484904530646475,23.54607680215308,-0.09191855796926562,15.081237124765165,0.9511678990235335,P018,8.31314706227024,0.6649630137646103,5.716802807382397,0.2131262820593618,P018,Kakinada,13,16,488.36
V02340,866.9481908655771,10.55261195112588,22.93356352016835,-0.8639068188662168,15.392074581571942,0.9431388569430118,P014,37.21782941727361,0.3796858006180759,5.626984400044037,0.4849509928797271,P014,Porbandar,10,11,2732.97
V02341,1514.7971932264154,19.21543604843287,14.408148489828623,1.2321261992264576,25.11021566275145,0.9685219825010628,P007,31.68880882811523,1.4809792812522833,3.347497379446618,0.5486700927757056,P007,Ennore,0,17,2571.68
