vessel_id,vessel_type,cargo_quantity_tons,port_efficiency,plant_priority,unloading_time_hours
V02681,Cargo,46908.74170166325,Low,Low,80.92
V02682,Tanker,26728.843463151203,Medium,Medium,17.82
V02683,Bulk Carrier,30937.699221063336,Low,High,31.56
V02684,Cargo,24379.96827893908,Medium,High,25.9
V02685,Container,5136.043904069988,Medium,Low,4.92
V02686,Cargo,38520.42423172399,High,Medium,38.52
V02687,Tanker,37487.61993188505,Low,High,25.49
V02688,Container,15929.314413894193,Low,Low,18.32
V02689,Cargo,15658.84263880582,Low,Medium,23.49
V02690,Bulk Carrier,41973.14835482317,High,High,28.54
V02691,Bulk Carrier,4081.6842581956676,Low,Low,5.63
V02692,Cargo,44114.70484365001,Medium,Medium,55.14
V02693,Bulk Carrier,13204.753649847764,Low,High,13.47
V02694,Bulk Carrier,29852.74501389695,Medium,High,25.37
V02695,Bulk Carrier,46831.711860587995,Medium,Medium,46.83
V02696,Container,34067.063826064,Medium,Low,32.65
V02697,Bulk Carrier,21014.27571711831,Medium,Low,24.17
V02698,Bulk Carrier,34631.94334081805,Low,Medium,41.56
V02699,Bulk Carrier,17526.991997660323,High,High,11.92
V02700,Container,14224.291609284714,High,Medium,9.48
V02701,Cargo,49835.822257766646,Medium,Medium,62.29
V02702,Tanker,37664.11644339949,Low,Medium,30.13
V02703,Bulk Carrier,32413.638880399973,High,High,22.04
V02704,Cargo,18086.83733935628,Low,Medium,27.13
V02705,Bulk Carrier,2933.461043174884,High,Medium,2.35
V02706,Container,2037.3153637402029,Medium,High,1.44
V02707,Cargo,27931.972144715543,Medium,High,29.68
V02708,Container,38220.61969143303,Medium,Medium,31.85
V02709,Bulk Carrier,27100.269926970825,High,Low,24.93
V02710,Bulk Carrier,42118.86106098617,Low,Medium,50.54
V02711,Container,2154.6133881144706,Medium,High,1.53
V02712,Tanker,18654.227783084036,Low,High,12.68
V02713,Container,12234.984363121814,Low,High,10.4
V02714,Bulk Carrier,22640.01192377754,Medium,Low,26.04
V02715,Container,4082.6314631090627,High,High,2.31
V02716,Tanker,47729.51625776809,Medium,Low,36.59
V02717,Container,11551.142352933366,Medium,High,8.18
V02718,Tanker,46154.23488643744,High,High,20.92
V02719,Tanker,21581.711174315747,Low,Medium,17.27
V02720,Container,49283.44459613329,High,Low,37.78
V02721,Container,27925.88998128043,High,Medium,18.62
V02722,Cargo,46576.22677670247,Medium,Low,66.95
V02723,Bulk Carrier,764.7749403640308,High,High,0.52
V02724,Tanker,37537.820905954555,High,High,17.02
V02725,Cargo,45201.00732857452,High,Low,51.98
V02726,Container,7416.168065458227,Low,Medium,7.42
V02727,Bulk Carrier,5258.229660741499,Low,Low,7.26
V02728,Cargo,21516.3440557048,Medium,Low,30.93
V02729,Tanker,46717.10585358029,Medium,Low,35.82
V02730,Cargo,27348.134729426718,Low,High,34.87
V02731,Tanker,26609.09495422574,High,Low,16.32
V02732,Container,7485.742855816433,Medium,High,5.3
V02733,Bulk Carrier,539.0807991143299,Medium,Medium,0.54
V02734,Bulk Carrier,40601.934491900334,High,High,27.61
V02735,Bulk Carrier,4834.940867818792,High,Medium,3.87
V02736,Container,31875.566027398538,High,Medium,21.25
V02737,Tanker,45773.51449850198,High,Medium,24.41
V02738,Container,10828.269701342335,High,High,6.14
V02739,Bulk Carrier,33431.005393727086,Low,Low,46.13
V02740,Container,4395.579547021718,High,High,2.49
V02741,Container,30385.87961996184,Medium,Medium,25.32
V02742,Container,8614.620187183536,Low,Low,9.91
V02743,Tanker,36929.70124550131,Medium,High,20.93
V02744,Cargo,15410.949092298455,High,Medium,15.41
V02745,Cargo,23437.85493582999,Medium,Medium,29.3
V02746,Container,30171.811830367275,High,Low,23.13
V02747,Cargo,8978.03382797886,Medium,High,9.54
V02748,Cargo,37211.07202157223,Medium,Low,53.49
V02749,Container,15480.69686152232,High,Low,11.87
V02750,Container,33287.4070656813,Medium,Low,31.9
V02751,Bulk Carrier,8335.011009618996,Low,Low,11.5
V02752,Cargo,34561.82413071434,Medium,High,36.72
V02753,Tanker,6845.309604117856,Low,Low,6.3
V02754,Container,21555.14656536419,Low,Medium,21.56
V02755,Bulk Carrier,12736.700650074403,Medium,Medium,12.74
V02756,Tanker,37544.57484669504,Low,Medium,30.04
V02757,Cargo,13470.73272309029,Low,Low,23.24
V02758,Bulk Carrier,44145.00666657212,Medium,Medium,44.15
V02759,Container,44645.100464627336,High,High,25.3
V02760,Tanker,10223.8451035279,High,Low,6.27
V02761,Container,30885.37427788235,Low,Low,35.52
V02762,Cargo,4842.023265138234,Low,Low,8.35
V02763,Tanker,19881.086430280644,High,High,9.01
V02764,Cargo,35809.425610312974,Low,Low,61.77
V02765,Cargo,33141.450719070854,High,Low,38.11
V02766,Bulk Carrier,31422.683135627092,Medium,Medium,31.42
V02767,Container,14485.772751290957,Low,Medium,14.49
V02768,Tanker,19212.2349970029,Medium,Low,14.73
V02769,Cargo,5595.834162664166,High,High,4.76
V02770,Cargo,36091.62961146325,High,Medium,36.09
V02771,Tanker,25442.49544116804,Medium,Low,19.51
V02772,Cargo,35583.8988011099,Low,Medium,53.38
V02773,Bulk Carrier,12822.704477445202,Medium,Medium,12.82
V02774,Bulk Carrier,16559.69231743578,Medium,High,14.08
V02775,Bulk Carrier,17043.659194375676,Low,Low,23.52
V02776,Bulk Carrier,1774.249282487202,High,Medium,1.42
V02777,Cargo,17381.869705115867,Medium,Low,24.99
V02778,Tanker,40263.57638914266,Medium,High,22.82
V02779,Tanker,44916.275539612056,High,High,20.36
V02780,Tanker,26151.80662397841,Medium,Medium,17.43
V02781,Tanker,23047.333913351402,High,High,10.45
V02782,Container,2025.8186256188276,Low,Medium,2.03
V02783,Tanker,44020.61471047644,High,Low,27.0
V02784,Container,1144.0055645806997,High,Medium,0.76
V02785,Container,47265.12897040548,Medium,Medium,39.39
V02786,Bulk Carrier,24716.204310060486,High,High,16.81
V02787,Container,17425.75743194897,High,Low,13.36
V02788,Cargo,46248.81252471168,Medium,Low,66.48
V02789,Container,1707.3541589497884,High,Medium,1.14
V02790,Bulk Carrier,29280.53229601981,Medium,Low,33.67
V02791,Container,27672.15996271721,Low,Low,31.82
V02792,Cargo,11356.359859963413,High,Medium,11.36
V02793,Cargo,21729.927851835422,Low,Medium,32.59
V02794,Cargo,32787.068294216624,High,Low,37.71
V02795,Bulk Carrier,36492.99424565541,High,Medium,29.19
V02796,Bulk Carrier,535.4845059756992,Low,High,0.55
V02797,Tanker,46874.244789505254,Low,Low,43.12
V02798,Bulk Carrier,8644.005933444214,Medium,Medium,8.64
V02799,Cargo,12062.231494006779,Medium,Low,17.34
V02800,Cargo,13541.935561845487,Low,Low,23.36
V02801,Bulk Carrier,2372.096759325748,High,High,1.61
V02802,Container,6591.080117721083,Medium,High,4.67
V02803,Bulk Carrier,49324.32118573602,High,Low,45.38
V02804,Bulk Carrier,16103.22850017566,Medium,High,13.69
V02805,Cargo,6207.403971782942,Medium,Medium,7.76
V02806,Tanker,5796.067428143854,Medium,Low,4.44
V02807,Cargo,36113.26839966361,Low,High,46.04
V02808,Tanker,42801.148869615725,High,Low,26.25
V02809,Cargo,13219.138825669259,Low,Low,22.8
V02810,Bulk Carrier,1535.020860594131,Medium,Medium,1.54
V02811,Cargo,11542.955913045113,Low,Medium,17.31
V02812,Cargo,3297.526694439488,Low,Medium,4.95
V02813,Cargo,5618.049363187055,Low,High,7.16
V02814,Bulk Carrier,21859.6519324583,High,High,14.86
V02815,Bulk Carrier,11880.959357650812,Low,High,12.12
V02816,Bulk Carrier,26039.320987008457,Low,Medium,31.25
V02817,Bulk Carrier,13047.940786230924,Low,Low,18.01
V02818,Tanker,47056.59640459591,Low,Medium,37.65
V02819,Tanker,45344.22641235009,Low,High,30.83
V02820,Container,28556.90219801807,Low,High,24.27
V02821,Bulk Carrier,18043.987603375615,Low,High,18.4
V02822,Tanker,19366.770660719412,Medium,Medium,12.91
V02823,Cargo,20886.6880156526,Low,High,26.63
V02824,Bulk Carrier,36515.17644567973,Low,Medium,43.82
V02825,Container,22856.130278182478,High,Low,17.52
V02826,Container,42908.132352041925,Medium,Medium,35.76
V02827,Container,47232.691903553045,Low,High,40.15
V02828,Cargo,17129.334592257226,High,Low,19.7
V02829,Tanker,28254.376828096167,Low,High,19.21
V02830,Cargo,5205.29857321194,Low,Low,8.98
V02831,Bulk Carrier,10423.21786443477,Low,High,10.63
V02832,Container,20966.555452152927,Low,Medium,20.97
V02833,Cargo,10707.034437138052,Low,High,13.65
V02834,Cargo,43889.74429404152,High,Medium,43.89
V02835,Tanker,8335.169674925353,Low,Medium,6.67
V02836,Tanker,23055.21066687805,High,Low,14.14
V02837,Container,30482.112402763847,Low,Medium,30.48
V02838,Cargo,34747.2634539618,High,Medium,34.75
V02839,Cargo,19461.933801462084,Medium,Medium,24.33
V02840,Tanker,43520.40390187406,Low,Low,40.04
V02841,Cargo,28631.797978357314,Medium,High,30.42
V02842,Cargo,22255.635132153813,Medium,High,23.65
V02843,Cargo,3828.411385575813,Medium,Medium,4.79
V02844,Tanker,23502.128688035667,Low,Medium,18.8
V02845,Container,41126.424120378644,Medium,High,29.13
V02846,Bulk Carrier,30919.780401955115,High,Medium,24.74
V02847,Container,41692.04145959136,Low,High,35.44
V02848,Bulk Carrier,24953.57769466563,Medium,Low,28.7
V02849,Cargo,6363.854402176851,Low,Medium,9.55
V02850,Container,1175.172368876113,Medium,Medium,0.98
V02851,Bulk Carrier,15509.367562570264,High,High,10.55
V02852,Tanker,35050.52833914073,Low,High,23.83
V02853,Tanker,39617.86524511384,Low,Low,36.45
V02854,Container,15139.765313706306,Medium,Medium,12.62
V02855,Container,25034.869083720732,High,High,14.19
V02856,Cargo,21345.38576948704,Low,Low,36.82
V02857,Container,20820.87782539568,Medium,High,14.75
V02858,Cargo,11951.76130340745,High,High,10.16
V02859,Cargo,7250.3696989581895,High,Low,8.34
V02860,Tanker,10236.08363244505,High,Low,6.28
V02861,Tanker,3238.953164585632,High,Low,1.99
V02862,Bulk Carrier,10307.471720267064,Low,Low,14.22
V02863,Tanker,955.444432456283,Low,Low,0.88
V02864,Tanker,31549.290831480925,High,Low,19.35
V02865,Container,16160.582665690303,Medium,Medium,13.47
V02866,Tanker,48670.663215631976,Medium,Low,37.31
V02867,Bulk Carrier,10088.994013426744,High,Medium,8.07
V02868,Container,17618.514230324898,High,High,9.98
V02869,Bulk Carrier,18213.137352755894,Medium,High,15.48
V02870,Tanker,918.3490550917967,High,Low,0.56
V02871,Bulk Carrier,42040.79367545322,High,High,28.59
V02872,Container,2083.7257771440736,Low,Low,2.4
V02873,Cargo,47038.901819097446,Low,Low,81.14
V02874,Bulk Carrier,44657.680379134224,High,Medium,35.73
V02875,Bulk Carrier,27008.334846255195,High,High,18.37
V02876,Container,27407.980958108958,Low,Low,31.52
V02877,Container,32862.007186329734,High,High,18.62
V02878,Bulk Carrier,19658.975590776907,Low,Medium,23.59
V02879,Tanker,32537.503028193845,Low,High,22.13
V02880,Bulk Carrier,2716.0352400801003,Medium,Medium,2.72
V02881,Container,3175.357553811465,Low,Medium,3.18
V02882,Cargo,23132.905771167447,Medium,Medium,28.92
V02883,Cargo,27706.30390474873,Medium,Low,39.83
V02884,Tanker,44446.97319662304,Low,Low,40.89
V02885,Bulk Carrier,5680.701378440865,High,High,3.86
V02886,Cargo,41221.07239609752,Low,Low,71.11
V02887,Bulk Carrier,10897.343195957445,Medium,Low,12.53
V02888,Container,20007.140601246578,Low,High,17.01
V02889,Cargo,16171.820523956938,Low,Medium,24.26
V02890,Tanker,20307.686006837248,Medium,Medium,13.54
V02891,Container,7949.5271545929845,Low,High,6.76
V02892,Tanker,25426.71868297597,Low,Low,23.39
V02893,Container,40181.30819665268,Medium,High,28.46
V02894,Cargo,22355.933513755397,High,High,19.0
V02895,Tanker,24785.372006960853,Medium,Low,19.0
V02896,Tanker,42513.995471425056,Medium,High,24.09
V02897,Container,35449.87667458253,Low,Low,40.77
V02898,Tanker,24777.493221729343,Medium,Low,19.0
V02899,Container,13255.934585364394,Low,High,11.27
V02900,Container,44303.87396882585,Low,Medium,44.3
V02901,Container,29062.50988368264,Low,Low,33.42
V02902,Container,11446.806700479323,Medium,Medium,9.54
V02903,Cargo,13821.427755581513,Medium,Low,19.87
V02904,Container,40255.087902344174,Low,Medium,40.26
V02905,Bulk Carrier,2685.2053233290453,High,High,1.83
V02906,Tanker,49608.563257926595,High,Low,30.43
V02907,Bulk Carrier,6952.408145882193,Medium,High,5.91
V02908,Cargo,39905.3920071484,Low,High,50.88
V02909,Bulk Carrier,20041.378180198302,Low,High,20.44
V02910,Tanker,24864.70107272961,Medium,Low,19.06
V02911,Bulk Carrier,44092.2035844966,High,High,29.98
V02912,Cargo,20939.103884666056,Medium,High,22.25
V02913,Container,27105.940806825107,Medium,Low,25.98
V02914,Bulk Carrier,2940.333289253912,Low,High,3.0
V02915,Cargo,616.1999564389312,Medium,Low,0.89
V02916,Cargo,12617.593713585433,High,High,10.72
V02917,Tanker,34188.86309947898,Medium,Medium,22.79
V02918,Tanker,6502.612221277267,Low,High,4.42
V02919,Bulk Carrier,6131.216960825196,High,Medium,4.9
V02920,Container,20842.550097777214,Low,Low,23.97
V02921,Cargo,32567.933411107213,Medium,Medium,40.71
V02922,Bulk Carrier,35747.56361627256,Medium,Low,41.11
V02923,Cargo,9333.308367869551,Medium,High,9.92
V02924,Cargo,4439.613294916102,Low,Medium,6.66
V02925,Container,47049.653180304434,Medium,High,33.33
V02926,Container,13402.985936824036,High,Medium,8.94
V02927,Bulk Carrier,42740.65163163183,High,Low,39.32
V02928,Container,43242.8267979095,Low,Low,49.73
V02929,Container,38739.86829224595,Low,Low,44.55
V02930,Bulk Carrier,8857.26352930222,Low,Low,12.22
V02931,Container,41179.172233082914,Medium,High,29.17
V02932,Tanker,38577.90268245854,High,High,17.49
V02933,Cargo,30037.788010257747,High,High,25.53
V02934,Cargo,17191.50074086316,High,High,14.61
V02935,Cargo,13494.175911193934,Low,High,17.21
V02936,Cargo,6533.515997977769,Low,Low,11.27
V02937,Bulk Carrier,25732.974811593136,Medium,High,21.87
V02938,Cargo,29470.413337737402,Low,High,37.57
V02939,Cargo,18287.280030531467,High,High,15.54
V02940,Cargo,24030.273850202993,Medium,Low,34.54
V02941,Cargo,18493.9656397787,Low,Low,31.9
V02942,Tanker,32229.799837374714,Low,Low,29.65
V02943,Cargo,45112.33078592989,High,Low,51.88
V02944,Tanker,8614.05297132377,Medium,High,4.88
V02945,Bulk Carrier,19379.73609020461,Low,High,19.77
V02946,Container,7472.995895567635,Low,Medium,7.47
V02947,Cargo,31434.716635187684,Medium,High,33.4
V02948,Container,36579.09021968549,Medium,Low,35.05
V02949,Container,46629.68026357407,Low,Low,53.62
V02950,Bulk Carrier,14304.160349917764,Low,High,14.59
V02951,Container,47535.454690338796,High,Medium,31.69
V02952,Tanker,3631.5022551234024,Medium,Low,2.78
V02953,Container,30349.186236547113,Low,Medium,30.35
V02954,Container,3328.0696074948337,Low,Low,3.83
V02955,Container,44741.82229421627,Low,Low,51.45
V02956,Cargo,26725.548324967676,Low,High,34.08
V02957,Cargo,33632.7433627584,High,Low,38.68
V02958,Tanker,41662.909332567404,Medium,Medium,27.78
V02959,Tanker,7940.375812956454,Low,Medium,6.35
V02960,Cargo,2410.2823159376253,Medium,High,2.56
V02961,Tanker,44004.61672268618,Medium,Low,33.74
V02962,Cargo,16089.194759217158,Low,Medium,24.13
V02963,Bulk Carrier,6884.45594239468,Low,High,7.02
V02964,Container,23688.831235810783,Low,Medium,23.69
V02965,Container,30116.15074695293,High,High,17.07
V02966,Tanker,2033.044869414251,Low,Medium,1.63
V02967,Cargo,14107.335083725842,Medium,Low,20.28
V02968,Cargo,2123.5937767063524,Medium,Medium,2.65
V02969,Tanker,21306.601765177198,High,Medium,11.36
V02970,Cargo,44807.45143877909,Low,High,57.13
V02971,Bulk Carrier,49141.294368931674,Low,High,50.12
V02972,Container,32033.853898429563,High,High,18.15
V02973,Tanker,8501.065842337295,High,Medium,4.53
V02974,Tanker,45339.54480496563,Low,High,30.83
V02975,Cargo,26054.267248402994,Low,Low,44.94
V02976,Tanker,8110.590949094445,Medium,High,4.6
V02977,Bulk Carrier,46125.470137857235,Low,High,47.05
V02978,Cargo,37994.7180107936,Low,Low,65.54
V02979,Cargo,36719.410999796004,Medium,High,39.01
V02980,Cargo,35604.44483782303,Medium,High,37.83
V02981,Cargo,10416.821144273896,Medium,Medium,13.02
V02982,Bulk Carrier,10944.83123952254,Medium,Medium,10.94
V02983,Cargo,34570.50342214912,High,High,29.38
V02984,Tanker,11376.276130464646,Medium,Low,8.72
V02985,Bulk Carrier,22214.24899175092,High,High,15.11
V02986,Container,39209.0903669001,Medium,High,27.77
V02987,Container,39305.64964584313,Medium,High,27.84
V02988,Tanker,22936.45774003005,Medium,Medium,15.29
V02989,Tanker,39713.40194462463,Low,Low,36.54
V02990,Bulk Carrier,42011.77891180381,High,Low,38.65
V02991,Container,32911.39968857088,Medium,Low,31.54
V02992,Container,11807.079689266799,Low,Medium,11.81
V02993,Container,14063.583129084602,High,Medium,9.38
V02994,Container,16084.6371927324,High,High,9.11
V02995,Container,6281.803332830624,Low,Medium,6.28
V02996,Cargo,14021.401208312283,High,High,11.92
V02997,Tanker,10871.20160347034,Low,Medium,8.7
V02998,Cargo,23038.773115525808,Medium,High,24.48
V02999,Container,45467.65861967712,Low,Medium,45.47
V03000,Bulk Carrier,5671.775679320925,High,Low,5.22
V03001,Bulk Carrier,36153.26223539608,High,High,24.58
V03002,Container,34520.508718449826,Medium,Medium,28.77
V03003,Container,5239.832833836204,Low,Medium,5.24
V03004,Bulk Carrier,46167.3340428371,Medium,High,39.24
V03005,Cargo,28639.37400676257,Low,Medium,42.96
V03006,Cargo,18504.41329621637,Low,Low,31.92
V03007,Container,37948.65988301768,Low,High,32.26
V03008,Cargo,13239.590190880885,Medium,High,14.07
V03009,Bulk Carrier,34828.73693379286,Medium,High,29.6
V03010,Cargo,2465.7047748262376,High,High,2.1
V03011,Container,42050.69786165896,Medium,High,29.79
V03012,Bulk Carrier,22684.456927555264,Low,Low,31.3
V03013,Cargo,32016.299260718115,Low,High,40.82
V03014,Tanker,11451.272080430841,Low,Low,10.54
V03015,Bulk Carrier,34015.148776593174,Medium,Low,39.12
V03016,Bulk Carrier,38725.89365671719,High,Low,35.63
V03017,Tanker,23924.052750777737,Medium,High,13.56
V03018,Tanker,31077.48274105882,High,Low,19.06
V03019,Bulk Carrier,23088.133229208728,Medium,High,19.62
V03020,Tanker,44757.52277826335,Low,Low,41.18
V03021,Container,25144.5244354588,High,High,14.25
V03022,Container,42169.531096926534,Medium,Medium,35.14
V03023,Container,40166.9268843773,Low,Medium,40.17
V03024,Bulk Carrier,20819.988656743648,High,Low,19.15
V03025,Tanker,11889.182346945014,High,Medium,6.34
V03026,Tanker,20601.065561708663,Low,Low,18.95
V03027,Cargo,41397.7601008734,Low,Low,71.41
V03028,Cargo,11767.810523059921,Medium,Low,16.92
V03029,Tanker,26459.59911995859,Medium,Medium,17.64
V03030,Tanker,40401.789024057,Low,Low,37.17
V03031,Tanker,17997.13501885475,Medium,Medium,12.0
V03032,Bulk Carrier,32289.37703163352,Low,Medium,38.75
V03033,Tanker,12658.762915416319,Low,High,8.61
V03034,Cargo,5909.332545723916,Medium,Medium,7.39
V03035,Bulk Carrier,39822.01914209639,Medium,High,33.85
V03036,Tanker,5398.9468587309875,High,Low,3.31
V03037,Cargo,13933.379056439437,High,Low,16.02
V03038,Bulk Carrier,42827.91638887329,Medium,High,36.4
V03039,Tanker,17650.229710394025,Medium,Low,13.53
V03040,Tanker,48665.744800950975,Medium,High,27.58
V03041,Tanker,48996.849571306055,High,High,22.21
V03042,Bulk Carrier,13779.663012451056,Medium,Low,15.85
V03043,Cargo,2528.422001369577,High,High,2.15
V03044,Cargo,35400.632568166264,High,High,30.09
V03045,Container,22823.831881093014,High,High,12.93
V03046,Tanker,5487.265775999026,High,Low,3.37
V03047,Container,35522.379539413116,Low,Low,40.85
V03048,Container,2043.1580010401005,Medium,Low,1.96
V03049,Cargo,43574.73617936599,Medium,Low,62.64
V03050,Bulk Carrier,7363.300191108534,Low,Low,10.16
V03051,Bulk Carrier,6801.9379979628875,Medium,Medium,6.8
V03052,Cargo,9195.778749444933,High,Medium,9.2
V03053,Bulk Carrier,48033.18474535729,Low,High,48.99
V03054,Container,34811.883332565376,High,Medium,23.21
V03055,Tanker,40167.891005450016,Low,Low,36.95
V03056,Cargo,20182.931793771273,High,Low,23.21
V03057,Tanker,17147.4800114953,Medium,Low,13.15
V03058,Bulk Carrier,12106.958335766913,Medium,High,10.29
V03059,Tanker,24292.07740146424,Medium,High,13.77
V03060,Bulk Carrier,27815.52230994134,Low,High,28.37
V03061,Bulk Carrier,31772.85476081139,Medium,High,27.01
V03062,Container,13227.36594793538,Low,High,11.24
V03063,Bulk Carrier,47458.377004698035,High,High,32.27
V03064,Container,8903.045661253223,Medium,Medium,7.42
V03065,Container,48299.83215093741,High,Low,37.03
V03066,Container,1235.3780641214375,Medium,Medium,1.03
V03067,Cargo,24315.721744933857,High,High,20.67
V03068,Cargo,17001.70798676986,Low,Low,29.33
V03069,Bulk Carrier,22731.608989547414,Medium,Low,26.14
V03070,Container,28747.896659549056,Low,Low,33.06
V03071,Cargo,22061.663321629097,Low,Medium,33.09
V03072,Container,21034.91908992895,High,Low,16.13
V03073,Tanker,36769.80906295867,Medium,High,20.84
V03074,Tanker,34450.87561678,Low,High,23.43
V03075,Tanker,41746.92846077447,High,Medium,22.27
V03076,Bulk Carrier,12872.96957135503,High,Medium,10.3
V03077,Container,30671.661232826147,High,High,17.38
V03078,Tanker,29467.141876946265,Medium,Medium,19.64
V03079,Cargo,18802.021638198094,Medium,Low,27.03
V03080,Tanker,24559.848324182705,High,Medium,13.1
V03081,Tanker,16032.216093633573,Medium,Low,12.29
V03082,Tanker,7521.2976820407675,High,Low,4.61
V03083,Bulk Carrier,11083.159927805274,Medium,Low,12.75
V03084,Cargo,5722.925496859454,Medium,Low,8.23
V03085,Container,34311.94397191115,High,Low,26.31
V03086,Cargo,33206.005958903,High,High,28.23
V03087,Container,47555.01539320371,Medium,High,33.68
V03088,Bulk Carrier,36619.08147553844,High,High,24.9
V03089,Bulk Carrier,3076.2690184285066,High,Low,2.83
V03090,Bulk Carrier,44270.13610948323,High,Medium,35.42
V03091,Bulk Carrier,43202.42056581342,High,Medium,34.56
V03092,Container,22444.355878248585,Medium,Low,21.51
V03093,Tanker,29500.221001132115,Low,Medium,23.6
V03094,Container,48815.87745738968,Medium,Low,46.78
V03095,Cargo,26849.066010484228,High,Medium,26.85
V03096,Bulk Carrier,45313.430504616445,High,Low,41.69
V03097,Bulk Carrier,4610.418511604229,Medium,Medium,4.61
V03098,Cargo,9957.0675010798,High,Medium,9.96
V03099,Container,22317.369700345233,Medium,High,15.81
V03100,Tanker,29445.462012696582,Low,Medium,23.56
V03101,Tanker,40903.27866720861,High,Medium,21.82
V03102,Cargo,49418.97469958775,Low,Low,85.25
V03103,Tanker,19748.149075468762,Low,Medium,15.8
V03104,Container,2847.073988934204,High,Medium,1.9
V03105,Container,40157.98941311858,High,Medium,26.77
V03106,Cargo,30416.845594599003,Medium,Medium,38.02
V03107,Container,10327.871513975982,Medium,Medium,8.61
V03108,Bulk Carrier,24994.0086027603,High,High,17.0
V03109,Cargo,37244.35715391936,Medium,Medium,46.56
V03110,Container,38635.383459897865,Low,Low,44.43
V03111,Cargo,25231.111393938718,Low,Low,43.52
V03112,Tanker,15608.119241378527,High,Medium,8.32
V03113,Container,48700.25781090543,Medium,Medium,40.58
V03114,Bulk Carrier,33336.449242346396,High,Medium,26.67
V03115,Container,20707.757207641785,Low,High,17.6
V03116,Cargo,14382.929598130295,High,Low,16.54
V03117,Cargo,36689.59765867633,High,High,31.19
V03118,Container,12488.0805568915,High,High,7.08
V03119,Bulk Carrier,8999.644454197563,High,Medium,7.2
V03120,Bulk Carrier,26726.777503622478,Low,Medium,32.07
V03121,Bulk Carrier,14854.375935885022,High,Low,13.67
V03122,Cargo,31630.804673718943,High,Medium,31.63
V03123,Container,6337.964406274557,Medium,Low,6.07
V03124,Tanker,32919.58467608242,High,High,14.92
V03125,Cargo,14523.178135886259,Medium,Low,20.88
V03126,Bulk Carrier,512.0252545083802,High,Low,0.47
V03127,Container,6783.33485487173,Medium,Low,6.5
V03128,Bulk Carrier,46713.961202837156,High,High,31.77
V03129,Tanker,43434.05463621021,Medium,High,24.61
V03130,Bulk Carrier,12063.647085793724,High,Medium,9.65
V03131,Bulk Carrier,39029.40927500182,High,Medium,31.22
V03132,Tanker,30624.293862111725,Medium,Low,23.48
V03133,Container,48559.78321676854,High,Low,37.23
V03134,Cargo,18993.480146935926,High,High,16.14
V03135,Container,34232.30031959998,High,High,19.4
V03136,Tanker,3645.01825998397,High,High,1.65
V03137,Bulk Carrier,20114.243667412095,Low,Low,27.76
V03138,Container,48208.974228814935,High,Low,36.96
V03139,Cargo,27179.553285280967,Low,High,34.65
V03140,Tanker,14750.035415074806,Low,Low,13.57
V03141,Container,6453.412674866039,High,High,3.66
V03142,Cargo,35324.652838985756,Medium,Medium,44.16
V03143,Tanker,32420.374149771476,Medium,High,18.37
V03144,Cargo,19009.966323386845,High,Low,21.86
V03145,Tanker,47571.596917358795,Low,Low,43.77
V03146,Bulk Carrier,1599.0392428985908,Medium,Low,1.84
V03147,Container,15534.330655775377,High,Low,11.91
V03148,Cargo,46092.93957182928,High,High,39.18
V03149,Tanker,16386.3041968123,Low,High,11.14
V03150,Cargo,12986.515275830934,Medium,Medium,16.23
V03151,Cargo,26943.91029159674,High,High,22.9
V03152,Container,41278.18662106663,Medium,Medium,34.4
V03153,Bulk Carrier,5605.7646634788725,High,High,3.81
V03154,Cargo,47179.52512746394,High,High,40.1
V03155,Tanker,39856.10761846762,High,Low,24.45
V03156,Tanker,9471.887649801822,Low,Medium,7.58
V03157,Bulk Carrier,35744.39407930905,Low,Low,49.33
V03158,Tanker,19555.456770559078,Low,Low,17.99
V03159,Bulk Carrier,20413.586564777775,Medium,High,17.35
V03160,Tanker,39272.85957572389,Low,High,26.71
V03161,Container,48157.84799504624,Low,Medium,48.16
V03162,Cargo,6769.4657059361,Medium,Medium,8.46
V03163,Container,21321.19672550156,Medium,High,15.1
V03164,Cargo,24306.609600173026,Medium,Medium,30.38
V03165,Cargo,19127.43493927238,Medium,High,20.32
V03166,Cargo,18477.86162395314,Low,High,23.56
V03167,Container,3087.2990442990285,Low,High,2.62
V03168,Cargo,34434.16171784985,Medium,Medium,43.04
V03169,Container,22092.613647442246,Low,Low,25.41
V03170,Bulk Carrier,10142.293230874375,High,Medium,8.11
V03171,Tanker,40893.65836395239,Low,Low,37.62
V03172,Tanker,40226.75703350558,High,Medium,21.45
V03173,Cargo,24576.385590400245,Medium,Low,35.33
V03174,Container,15273.307726814146,Medium,Low,14.64
V03175,Tanker,32085.589926924393,Low,Medium,25.67
V03176,Container,14763.530720981451,Medium,Medium,12.3
V03177,Container,12182.392551023746,Low,Low,14.01
V03178,Cargo,36660.47537430317,Low,High,46.74
V03179,Tanker,2496.09936618706,Low,Low,2.3
V03180,Cargo,5191.039316212401,Low,Low,8.95
V03181,Cargo,836.0146141676939,High,High,0.71
V03182,Tanker,8070.687730533595,High,Low,4.95
V03183,Tanker,3915.005431167743,Medium,High,2.22
V03184,Bulk Carrier,49792.21720510597,High,High,33.86
V03185,Bulk Carrier,14796.093512727435,Medium,Medium,14.8
V03186,Container,7888.76662712774,Medium,Low,7.56
V03187,Tanker,12429.314770797939,Low,Low,11.43
V03188,Bulk Carrier,46838.21579123667,Low,High,47.77
